case_id,year,month,day,country_id,iso3,country_name,region,city,location,location_latitude,location_longitude,location_accuracy,incident_type,perpetrator_type,organizational_affiliation,organizational_affiliation_2,loneactor_id,target_group,grouped_target_group,target_group_2,grouped_target_group_2,weapon_type,grouped_weapon_type,weapon_type_2,grouped_weapon_type_2,weapon_description,fatal,n_killed,n_wounded,description,plot_type,plot_targeting,plot_operational_planning,version
2010-4-1,2010,4,1,6,DEU,Germany,Sachsen-Anhalt,Kalbe,m,52.71843361552381,11.434303644040439,2,2,6,,,631,200,Political opponents,,,504,Blunt instruments,,,Bottle,0,0,1,"A 19-year-old punk was severely insulted by a right-winger he knew from before, partly because of his political attitudes. The perpetrator finally hit him in the face with a beer bottle. The victim suffered a bleeding cut just below one eye and had to be treated as an outpatient in the hospital. The police investigated the incident.",,,,2023
2010-4-2,2010,4,2,9,IRL,Ireland,Leinster,Dublin,"Tyrrelstown, Mount Garrett Rise",53.42150343867386,-6.393929728840467,1,2,5,,,,102,Ethnic/religious minorities,,,400,Knives/bladed weapons and sharp objects,,,Knife,1,1,0,"A 15-year-old boy from Nigeria was stabbed to death. The victim was with 'four black males and five white females' when they crossed by the house of of the main perpetrator. One of the girls asked for a light from the main perpetrator and his younger brother. A row then allegedly ensued with name calling and ""racist undertones"". A fight subsequently broke out, resulting in the brothers being kicked and punched and the older brother believing one of the black males had taken his mobile phone. The group fled the scene and the brothers decided to pursue the group in a car and retrieve the perpetrators mobile phone. They found the group at a roundabout and the perpetrator got out and approached a member of the group. The victim intervened and was stabbed in the heart by the oldest brother, a 40-year old man. The perpetrator committed suicide the day before the trial. His 26-year-old brother was acquitted as it was the older brother who had inflicted the stab wound. The deceased perpetrator had been involved in another racist attack ten years earlier (CaseID: 2000-6-0)",,,,2016
2010-4-8,2010,4,8,6,DEU,Germany,Brandenburg,Cottbus,m,51.75442936525657,14.329623551515526,2,2,8,,,,200,Political opponents,,,503,Blunt instruments,,,Telescopic baton,0,0,1,"According to the police, a 17-year-old was insulted by a group of about ten right-wing individuals. The perpetrators called the victim a ""f*****g zecke [slur for leftist]"", pulled him from the bicycle, and beat him with a telescopic baton. The victim suffered a ruptured eardrum, among other things, and had to be treated as an outpatient in hospital. On the same day, in the same city, a 20-year-old alternative activist was reportedly beaten by two right-wingers (case does not meet inclusion criteria). It was not reported whether these incidents were connected.",,,,2023
2010-4-9,2010,4,9,16,ESP,Spain,Cataluña,Castelldefels,Avenida Diagonal,41.277520730855585,1.9683126114305165,1,2,4,,,,400,Marginalized groups,,,580,Blunt instruments,600,Beating/kicking,Skateboard and beating/kicking,0,0,2,"Three young men, with skinhead aesthetics, assaulted a gay couple. The perpetrators were jumping on parked cars, and the victims confronted them for their behavior. The perpetrators then responded with insults towards their sexual orientation. The perpetrators then attacked the victims, and one of the victims was hit in the head with a skateboard, causing head trauma that required several stitches. The other victim suffered minor injuries. The victims were beaten while the perpetrators continued shouting insults at them. One of the perpetrators was identified and sentenced to a two-year prison sentence.",,,,2023
2010-4-12,2010,4,12,10,ITA,Italy,Sardegna,Alghero,Piazza Sulis,40.55650319074345,8.315350595223357,1,1,4,,,,103,Ethnic/religious minorities,,,600,Beating/kicking,502,Blunt instruments,"Beating/kicking, stones, bricks, pieces of asphalt",0,0,2,"Two Congolese-Italian men, aged 22 and 28, were insulted and attacked by a group of six perpetrators. At 5 a.m., the victims were returning home from a night out at a nearby club and had just arrived at the door of their apartment building. The attackers, waiting on scooters, verbally assaulted them, shouting, ""Dirty n******, go back to your country,"" before beating them and throwing stones, bricks, and pieces of asphalt at them. The victims were hospitalized due to the severity of the attack.",,,,2023
2010-4-14-1,2010,4,14,10,ITA,Italy,Lazio,Rome,Piana del Sole,41.81713476668745,12.317322143100032,1,2,4,,,,102,Ethnic/religious minorities,,,201,Arson/firebomb,,,Molotov cocktail,0,0,0,Two molotov cocktails were thrown on the house of some Romanian immigrants. The victims were those who sheltered a friend of theirs who had been racially insulted and physically attacked by three italian men some days earlier (the case does not meet the RTV severity inclusion criterium). The same perpetrators are suspected to be behind this attack. ,,,,2023
2010-4-14,2010,4,14,10,ITA,Italy,Liguria,Genoa,Albaro,44.396491385774446,8.964172994356698,1,2,8,,,,200,Political opponents,,,400,Knives/bladed weapons and sharp objects,600,Beating/kicking,"Knife, beating/kicking",0,0,1,"An 18-year-old left-wing militant was beaten up and then stabbed by a group of right-wing militants. He was attacked at a pub after he said that he is a leftist. After the attack, the victim ran away and was helped by his father.",,,,2023
2010-4-22,2010,4,22,6,DEU,Germany,Sachsen-Anhalt,Querfurt,m,51.38114058879753,11.605592263128663,2,1,8,Autonome Nationalisten (suspected),,,200,Political opponents,,,500,Blunt instruments,,,Baseball bat,0,0,1,"A 20-year-old punk was attacked by a group of autonomous nationalists. The perpetrators arrived on the victim's doorstep and shouted ""Sieg Heil!"". The victim was seriously injured by several blows with baseball bats. He suffered a fractured skull base and a fractured forearm, among other things. The police confiscated neo-Nazi propaganda material and several baseball bats during their investigation.",,,,2023
2010-4-24,2010,4,24,6,DEU,Germany,Sachsen-Anhalt,Merseburg,Neumarkt,51.35763506952641,12.006202126621687,1,1,8,,,,200,Political opponents,,,502,Blunt instruments,501,Blunt instruments,"Metal bars, baseball bats, brass knuckles, and beating/kicking",0,0,6,"Around 15 to 20 people, who police suspected are right-wing extremists, attacked a group of 14 left-wing youths who were sitting around a campfire. The perpetrators were armed with baseball bats, iron bars and brass knuckles. Several of the victims who did not flee quickly enough were knocked to the ground. The perpetrators deliberately kicked the heads of two victims lying on the ground. Meanwhile, other perpetrators pursued the fleeing victims. During the attack, the perpetrators shouted ""Scheiß Zecken [slur for leftists]"" and ""Merseburg stays German"", among other things. The perpetrators fled before the police arrived at the scene. Four victims had to be treated as outpatients for bruises, abrasions and contusions. A 26-year-old also lost a tooth, among other things, and a 22-year-old had to be treated as an inpatient for head injuries.",,,,2023
2010-4-26,2010,4,26,10,ITA,Italy,Campania,Naples,Via Toledo (via Roma),40.84303444346605,14.24891776107053,1,2,8,,,,200,Political opponents,,,500,Blunt instruments,600,Beating/kicking,"Beating/kicking, bat",0,0,m,"Militants of the anti-capitalist network were attacked by unknown perpetrators. The victims were distributing leaflets in the city, when they were attacked by a group of unknow perpetrators that they alledge were from the far right. The victims were attacked with bats as well as beaten up. Motive not explicitly stated, but sufficiently evident to be included.",,,,2023
2010-4-28,2010,4,28,6,DEU,Germany,Bavaria,Nürnberg,U-Bahnhof Plärrer,49.44785095483325,11.065175849086073,1,2,6,Freies Netz Süd,,632,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 17-year-old German-Kurdish left-wing activist was subjected to a near lethal attack by a 24-year-old member of the ""Freies Netz Süd"" network. The incident happened on a train. The victim made a comment about the fanny pack carried by the perpetrator’s girlfriend, because it was from the neo-Nazi brand “Thor Steinar”. The perpetrator reacted by hitting the victim to the ground and kicking him in the face at least once. The victim was injured so badly that he had to be resuscitated two times, underwent four surgeries and was in coma for several days. The perpetrator was on probation from a sentence for politically motivated violence, at the time of the assault. The perpetrator was later accused of bodily harm and attempted murder.",,,,2023
2010-4-29,2010,4,29,6,DEU,Germany,Brandenburg,Fürstenwalde,m,52.370588423600836,14.064655479118382,2,2,4,,,,102,Ethnic/religious minorities,,,900,Unknown,,,Unknown,0,0,2,"According to the police, two people from Cameroon were victims of dangerous bodily harm for racist reasons. Three suspects were identified. No further details are available.",,,,2023
2010-5-1,2010,5,1,6,DEU,Germany,Berlin,Berlin,Prenzlauer Berg,52.54531139898272,13.42023939965894,1,3,1,Kameradschaft Aachener Land,,,200,Political opponents,301,State institutions,100,Explosives,,,Improvised explosive devices ,0,0,0,"A 19-year-old man (same perpetrator as in 2009-12-6) was arrested on September 1 in Richterich. His accomplice, a 25-year-old man, was arrested on September 22 in Aachen. The two high ranking members of “Kameradschaft Aachener Land"" (KAL) had manufactured and distributed explosive devices and prepared a bomb attack on Labor Day demonstrations in Berlin. The 19-year-old perpetrator brought nine homemade explosive devices to Berlin on May 1, some of these containing glass splinters. When the perpetrator noticed the massive police control in the area, he threw away the explosives and fled. DNA of the 19-year-old was later found on the explosive devices. The 25-year-old helped with the production of the bombs. The police suspected that the perpetrators had manufactured a large number of explosive devices and distributed them. The attack was planned to target both police officers and counter-demonstrators. The perpetrators had planned a second explosive attack on political opponents at an upcoming demonstration in Dortmund (CaseID 2010-9-0). They were arrested shortly before the second planned attack. The perpetrators were charged for the preparations of crimes involving explosives. ",1,6,1,2023
2010-5-2,2010,5,2,19,GBR,United Kingdom,Northern Ireland,Portglenone,m,54.87353209101589,-6.475603755226618,1,1,99,,,,102,Ethnic/religious minorities,,,201,Arson/firebomb,,,Petrol bombs,0,0,0,A house occupied by Eastern Europeans was subjected to a petrol bomb attack. Two beer bottles containing flammable liquid were lit and thrown at the front of the property just after 4am. Two people who were in the house at the time were not injured. Police treated the attack as a racially motivated hate crime.,,,,2023
2010-5-7,2010,5,7,6,DEU,Germany,Sachsen,Leipzig,Geithain,51.05826203965849,12.696235661903737,1,1,6,,,627,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 19-year-old neo-Nazi attacked a 15-year-old well-known left-wing activist. The victim was standing at a petrol station with a friend, when the perpetrator got out of a car and forcefully hit the victim to the head two times. The victim sustained a life-threatening fracture to his skull and had to operate a titanium plate into his head. The attack had previously been announced online in a video that called for violence against the victim. A few weeks before the attack, the victim's garage was spray-painted with the inscriptions ""Death to the Red Front"" and ""We'll get you, F****** (victim's name)"". According to the Interior Minister, Geithain was a focal point for Saxony's right-wing extremists, with a tightly managed neo-Nazi scene (see e.g. another attack in the same period, caseID 2010-5-8-1).",,,,2023
2010-5-8-1,2010,5,8,6,DEU,Germany,Sachsen,Leipzig,Geithain,51.05271653863966,12.68620184748672,1,2,8,,,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 19-year-old punk was attacked by three hooded strangers around 2 AM. The victim was sitting on a park bench, when he was suddenly attacked. The attackers broke his nose and ripped out a piece of his earlobe. They stole his cell phone and destroyed his backpack. The day before the attack, a leftist youth was severely beaten in a premeditated attack by neo-Nazis in the same area of Leipzig, Geithain (CaseID 2010-5-7). According to the Interior Minister, Geithain was a focal point for Saxony's right-wing extremists, with a tightly managed neo-Nazi scene. Motive not explicitly stated but sufficiently evident to be included.",,,,2023
2010-5-8,2010,5,8,10,ITA,Italy,Lazio,Rome,San Lorenzo,41.89719088753693,12.515816434864849,1,2,4,,,,102,Ethnic/religious minorities,,,504,Blunt instruments,600,Beating/kicking,"Beating/kicking, glass bottle",0,0,2,"Four young women attacked and racially insulted a Chinese couple who owned a bar. The perpetrators entered the bar, took beers from the fridge, and intended to leave without paying. When the Chinese woman, who owns the bar, kindly confronted them about the theft, the attackers insulted her, saying, ""I don't pay anything, you're Chinese! Be thankful I don't send you back to China. Since you're so brave to ask me to pay, I should give you a lesson."" They then brutally beat her with kicks and punches, and shattered a beer bottle over her head, taunting, ""Here’s your beer, you dirty Chinese."" The attackers then proceeded to destroy the bar. The woman's husband, also a bar owner, arrived to find the scene. The perpetrators briefly left but returned with more friends, who continued trashing the bar and assaulted the husband. Both victims were hospitalized due to the severity of the attack.",,,,2023
2010-5-10,2010,5,10,19,GBR,United Kingdom,England,Babworth,Ranby Prison,53.32021075581649,-0.9954090980379615,1,1,4,,,,101,Ethnic/religious minorities,,,100,Explosives,,,Home-made bomb,0,0,0,"Inmates at Ranby Prison made a bomb intending to kill fellow Muslim prisoners. The inmates threw the bomb in the room where worshippers were in, but a prison officer removed it from the facility and disabled it before it went off.",,,,2023
2010-5-11-1,2010,5,11,7,GRC,Greece,Attica,Athens,Aghios Panteleimonas Square,37.96546480982025,23.73026679266043,1,2,4,,,,102,Ethnic/religious minorities,,,400,Knives/bladed weapons and sharp objects,500,Blunt instruments,"Knife, stick",0,0,2,"A group of Afghan refugees who were waiting for a car to go to work, were attacked by a gang armed with knives and sticks. A 20-year-old was struck in the face and suffered four broken teeth and required stitches to his forehead. He also suffered injuries to his arms, legs and body. A second victim was hit in the face. Two hours later the same perpetrators attacked a Palestinian refugee in a different square (see CaseID 2010-5-11-2). Motive not explicitly stated but sufficiently evident to be included.",,,,2023
2010-5-11-2,2010,5,11,7,GRC,Greece,Attica,Athens,Victoria Square,37.99373177644619,23.729326653963447,1,2,4,,,,102,Ethnic/religious minorities,,,400,Knives/bladed weapons and sharp objects,500,Blunt instruments,"Knife, stick",0,0,1,"A 20-year-old Palestinian refugee was attacked by a gang in a public square. The victim was stabbed in the leg and and suffered multiple injuries, including a disfigured face from receiving blows. Two hours earlier the same perpetrators attacked Afghan refugees in a different square (see CaseID 2010-5-11-1).",,,,2023
2010-5-13,2010,5,13,6,DEU,Germany,Sachsen-Anhalt,Dessau-Roßlau,m,51.82759901214527,12.236617633181472,2,2,4,,,,102,Ethnic/religious minorities,,,504,Blunt instruments,600,Beating/kicking,Bottle and beating/kicking,0,0,1,"Three children, aged four, eight and eleven, who were playing in front of a supermarket, were suddenly subjected to racist abuse by a young woman. The perpetrator then threw a half-full bottle of beer at the 11-year-old and pushed her against a wall. Meanwhile, four male youths appeared, who also began to insult the victims with racist slurs and chant neo-Nazi slogans. Finally, one of the perpetrators headbutted the 11-year-old and punched her in the body. The police managed to catch the perpetrators shortly afterwards. State security investigated the incident. The severity threshold in this case is lowered due to the deliberate targeting of children.",,,,2023
2010-5-15,2010,5,15,10,ITA,Italy,Toscana,San Cassiano di Moriano,"Brewery ""Bruton""",43.900467512246756,10.531946475452974,1,1,1,Bulldog,,,200,Political opponents,,,402,Knives/bladed weapons and sharp objects,600,Beating/kicking,"Glass, beating/kicking",0,0,1,"A 38-year-old worker lost an eye in a violent attack at the Birrificio Bruton brewery, carried out by members of the far-right ""Bulldog"" group, linked to Forza Nuova and CasaPound. The group, armed with a knuckleduster and a knife, stormed the bar, beating patrons and throwing bottles and glasses. The attack appears to have been a targeted raid against a venue frequented by left-wing individuals. One of the victims, who was with his wife at the time, suffered serious eye injuries, requiring 130 stitches and likely losing the eye. Two attackers were arrested and are facing further investigation. This incident is part of a broader pattern of far-right violence in the area, with previous attacks at the same venue.",,,,2023
2010-5-23,2010,5,23,6,DEU,Germany,Freie und Hansestadt Hamburg,Hamburg,Wistedt,53.26880369362851,9.675797479094653,1,1,1,Nationaler Widerstand Tostedt (suspected),Gladiator Germani (suspected),,200,Political opponents,,,502,Blunt instruments,600,Beating/kicking,"Metal bars, shovels and other, beating/kicking",0,0,3,"Eight 16-year-old people were attacked by 15 neo-Nazis in the home of one of the victims. The perpetrators broke into the residence of one of the victims, armed with metal bars, shovels and other weapons, because they were “bothered by the fact that he [the victim living there] seemed like an antifascist”. The perpetrators were thought to be members of the local groups ""Nationaler Widerstand Tostedt"" and ""Gladiator Germania"". The perpetrators beat up three of the 16-year-olds. One suffered a broken nose and lost memory, one suffered facial cuts and one tore an arm tendon during the attack. ",,,,2023
2010-5-23-1,2010,5,23,6,DEU,Germany,Berlin,Berlin,Tempelhofer Feld,52.47292900194688,13.406697306177433,1,2,8,,,,200,Political opponents,,,505,Blunt instruments,600,Beating/kicking,"Bottles, beating/kicking and iron bar",0,0,1,"A group of teenagers were attacked by neo-Nazis because they called the police due to the perpetrator's offensive shirt. The victims were grilling in a park when they noticed a man in another group wearing a Hitler T-shirt with the slogan “Ein Volk, ein Reich, ein Führer”. The victims called the police to report the offensive attire. The police told the perpetrators that they had been called to the place by the victims. When the police left the scene, the perpetrators sang the illegal Horst-Wessel song and attacked the victims with battery and bottles. One of the perpetrators tried to hit the victims with an iron bar. One of the victims suffered facial injuries. The attack was stopped by park guards. ",,,,2023
2010-5-24,2010,5,24,6,DEU,Germany,Freie und Hansestadt Hamburg,Hamburg,Tostedt,53.28339542918347,9.73787269090133,1,2,8,Nationaler Widerstand Tostedt (suspected),Gladiator Germani (suspected),,200,Political opponents,,,400,Knives/bladed weapons and sharp objects,,,Knife ,0,0,m,"A neo-Nazi attacked several left-wing demonstrators with a knife during a clash between fascists and anti-fascists. After neo-Nazis thought to be members of the local groups ""Nationaler Widerstand Tostedt"" and ""Gladiator Germania"", attacked leftists youths in a private residence the day before (see CaseID 2010-5-23-3), a spontaneous anti-fascist demonstration marched towards the neo-Nazi shop “Streetwear-Tostedt”. The perpetrator was the owner of “Streetwear-Tostedt”. The perpetrator was in the shop with fellow neo-Nazis when the left-wing demonstrators approached the building. The perpetrator attacked several members of the demonstration with a knife. The perpetrator was sentenced to nine months in prison for serious disturbance of the peace.  ",,,,2023
2010-5-24-1,2010,5,24,17,SWE,Sweden,Västmanland,Sala,Åkrahallen,59.9229065745012,16.586841451069933,1,2,5,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A mother and three daughters were confronted by two 18- and 28-year-old skinheads outside of a shopping mall. They were shouting racial slurs, ""Sieg Heil"" and threatening to kill their whole family. One of the daughters, a 9-year-old girl, was punched. The severity threshold of this case is lowered due to children being beaten.",,,,2023
2010-5-25,2010,5,25,7,GRC,Greece,Crete,Chania,m,35.514379188335724,24.017101068497674,2,1,4,,,,102,Ethnic/religious minorities,,,201,Arson/firebomb,,,Petrol bomb,0,0,0,"A group of people threw two petrol bombs at a house hosting migrants before fleeing on motorbikes. The attack caused material damage, but there were no injuries. The police arrested seven people aged 17-23 for the incidence. Motive not explicitly stated, but sufficiently evident to be included.",,,,2023
2010-5-26,2010,5,26,6,DEU,Germany,Brandenburg,Brandenburg an der Havel,m,52.41064923850302,12.523620220251733,2,2,4,,,,102,Ethnic/religious minorities,,,900,Unknown,,,Unknown,0,0,1,A 15-year-old Iraqi was attacked in the street by several young people for racist reasons and was seriously injured. The victim had to be hospitalized for several days. No further details are available.,,,,2023
2010-6-3-2,2010,6,3,6,DEU,Germany,Brandenburg,Drebkau,m,51.65302698227088,14.22341634586509,2,2,6,,,633,102,Ethnic/religious minorities,,,900,Unknown,,,Unknown,0,0,1,"According to the police, a German man of Vietnamese origin was the victim of dangerous bodily harm for racist reasons. A suspect was identified. No further details are available.",,,,2023
2010-6-3,2010,6,3,6,DEU,Germany,Niedersachsen,Delmenhorst,m,53.05090549844819,8.636149816980765,2,2,8,,,,200,Political opponents,,,503,Blunt instruments,504,Blunt instruments,"Batons, wooden lists, tear gas and vehicle",0,0,m,"A group of antifascist youths were attack by a group of neo-Nazis. The perpetrators, who were in two cars, tried to hit the victims with the cars. The perpetrators got out of the cars and attacked the victims with batons, wooden lists and tear gas. They were hit repeatedly in the body and head.",,,,2023
2010-6-5,2010,6,5,9,IRL,Ireland,Munster,Ennis,m,52.84531082962299,-8.98640477532862,2,2,6,,,563,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A taxi driver of Nigerian background was attacked by a customer. The perpetrator refused to pay for his fare, and called the victim a ""bastard n*****"" before headbutting him in the mouth, knocking out two front teeth. The victim required stitches and dental work. The attack was described as unprovoked and racist. The perpetrator was sentenced to nine months in prison for the attack.",,,,2023
2010-6-10,2010,6,10,7,GRC,Greece,Attica,Athens,Aghios Panteleimonas,37.999633568911236,23.727478782957316,1,2,4,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 30-year-old man from Pakistan was beaten up by three people as he was walking on the main street of the neighborhood. As the victim was picked up by an ambulance and brought to the hospital, ten people shouted ""don't come here again, we will beat you up"" in addition to racist abuse.",,,,2023
2010-6-11,2010,6,11,6,DEU,Germany,Mecklenburg-Vorpommern,Woldegk,m,53.4595326364062,13.586699438217078,2,2,4,,,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A leftist youth was attacked by right-wing extremists. The perpetrators approached the victim from a car and beat and kicked him. The victim called a friend, who rushed to the scene, where he found his friend lying in a pool of blood. Due to the serious injuries, including a ruptured eardrum, bruises, cuts and lacerations, the victim had to spend several hours in hospital.",,,,2023
2010-6-13,2010,6,13,6,DEU,Germany,Sachsen,Limbach-Oberfrohna,m,50.85440227425365,12.765129683512939,2,2,4,,,,200,Political opponents,,,504,Blunt instruments,600,Beating/kicking,Bottle and beating/kicking,0,0,1,"Five neo-Nazis attacked a young leftist on the street in the night. The perpetrators stopped their van next to the victim and insulted him. The victim was initially able to flee, but the perpetrators caught up with him on foot. The victim collapsed after the perpetrators hit him on the head with a beer bottle. While the victim was lying on the ground, the perpetrators continued to kick him. The victim was treated as an outpatient. Glass splinters had to be removed from his head and he suffered a laceration.",,,,2023
2010-6-13-1,2010,6,13,10,ITA,Italy,Piemonte,Turin,Via Nanni market,45.06288653747246,7.647627302826547,1,2,6,,,612,104,Ethnic/religious minorities,,,503,Blunt instruments,,,Baton,1,1,3,"Three Roma women, including one who was eight months pregnant, were violently attacked by an Italian man near the open-air market on Via Di Nanni. The women had been asking for alms and rang the intercom of a nearby apartment. The man answered, angrily ordering them to leave. Although the women complied and walked away, the man followed them, brandishing a baton. He assaulted them, shouting, ""You’re only here to steal!"" The pregnant woman was severely injured, leading to the tragic loss of her baby. All three women were hospitalized for their injuries.",,,,2023
2010-6-18,2010,6,18,6,DEU,Germany,Brandenburg,Vetschau,m,51.78263700778231,14.077811195648176,2,2,4,,,,102,Ethnic/religious minorities,,,900,Unknown,,,Unknown,0,0,1,"According to the police, a man of Russian origin was the victim of dangerous bodily harm for racist reasons. Three suspects were identified. No further details are available.",,,,2023
2010-6-19,2010,6,19,17,SWE,Sweden,Skåne,Malmö,Regementsgatan,55.59902260537864,12.983732827071572,1,1,6,,,56,102,Ethnic/religious minorities,,,302,Firearms,,,9 mm Glock 19,0,0,1,"The perpetrator shot towards three people in a waterpark. One person suffered burns from a bullet that grazed his leg. The police did not find any cartride cases and it became known later that the perpetrator had purchased a cartride case collector. The perpetrator, born in 1972, went on a shooting spree between 2003 and 2010 inspired by lone actor no. 54 where he targeted blacks, Muslims and Romas in Malmö. He was arrested in 2010 and sentenced to life imprisonment in 2012 for homicide and attempted murder. See lone actor no.56 for other cases by the same perpetrator.",,,,2016
2010-6-23-1,2010,6,23,1,AUT,Austria,Steiermark,Graz,Karmeliterplatz ,47.07395685819496,15.441386426032157,1,2,4,,,,205,Political opponents,200,Political opponents,600,Beating/kicking,,,Beating/kicking,0,0,2,"A 37-year-old man, who was the bodyguard of an MP from the Green Party, was injured after the politician got into an argument about racism at a World Cup public viewing. It started at a Germany vs. Ghana match, when a group of four perpetrators repeatedly provoked visitors and said things like ""fucking n******"". They also used several Nazi slogans. The politician intervened when the group was racist towards another group originating from Ghana, and an argument started. The perpetrators approached the politician and his companion, the victim, saying ""Look, the Greens are here too,"" and then throwing a beer in the politician's face and hitting the victim with an elbow on the cheekbone. The victim followed the perpetrators after being hit with the elbow, and one of the perpetrators turned around, said ""I am going to kill you now"", and punched the victim in the face. He was taken to the hospital with a broken cheekbone. At least one of the perpetrators had previously been the perpetrator in an attack in a bar (see CaseID 2010-1-0).",,,,2023
2010-6-23,2010,6,23,10,ITA,Italy,Marche,Fabriano,Osteria del Borgo,43.33776742101761,12.901349984429073,1,2,8,Azione Giovani,Alleanza Nazionale,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 19-year-old man was attacked by a group of eight men for wearing a T-shirt featuring Che Guevara. While in a square with friends, the victim attempted to find a bathroom when the perpetrators noticed him. They pushed him into a secluded area of the square and assaulted him. The victim suffered injuries to his face and head, was hospitalized, and given a 20-day recovery prognosis. The attackers are suspected to be affiliated with ""Azione Giovani,"" the youth wing of the neo-fascist party Alleanza Nazionale.",,,,2023
2010-6-26-1,2010,6,26,6,DEU,Germany,Brandenburg,Henningsdorf,m,52.64051514126322,13.197705994378712,2,2,5,,,,102,Ethnic/religious minorities,,,900,Unknown,,,Unknown,0,0,1,"According to the police, a German man of Angolan origin was the victim of dangerous bodily harm for racist reasons. Two suspects were identified. No further details are available.",,,,2023
2010-6-26,2010,6,26,17,SWE,Sweden,Skåne,Malmö,Lorensborg,55.58475206469342,12.989450979062292,1,1,6,,,56,102,Ethnic/religious minorities,,,302,Firearms,,,9 mm Glock 19,0,0,1,"The perpetrator shot a weight-lifter of foreign descent in the back through a 24/7 gym studio window. The police did not find any cartridge cases and it became known later that the perpetrator had purchased a cartride case collector. The perpetrator, born in 1972, went on a shooting spree between 2003 and 2010 inspired by lone actor no. 54 where he targeted blacks, Muslims and Romas in Malmö. He was arrested in 2010 and sentenced to life imprisonment in 2012 for homicide and attempted murder for other cases. See lone actor no.56 for other cases by the same perpetrator.",,,,2016
2010-6-27-3,2010,6,27,6,DEU,Germany,Berlin,Berlin,Wilhelminenhofstraße,52.46081665481602,13.52130876900078,1,2,8,,,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 23-year-old man suffered serious head injuries after being attacked by neo-Nazis. The victim was described as a political opponent of the perpetrators. At a tram stop, the perpetrators insulted the victim and his two friends ""for no reason,"" according to the indictment. Then they beat the victim with targeted blows to the head. The perpetrators left the tram, got in their car and followed the injured victim and attacked him again. The victim collapsed and lost all memory of the incident. The perpetrators were arrested a few months after the incident and charged with dangerous bodily harm. Motive not explicitly stated, but sufficiently evident to be included.",,,,2023
2010-6-27-2,2010,6,27,14,NOR,Norway,Innlandet,Lom,Nordal Camping,61.8395534191315,8.572951633528623,1,2,6,,,565,103,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A young man from southern Norway was assaulted after being subjected to a racial slur. The 25-year-old attacker shouted ""you damn n****r"" before punching the victim in the face. The victim sustained a facial cut that required five stitches. The prosecution argues that the racist remark aggravates the crime. The case is being heard in Nord-Gudbrandsdal District Court.",,,,2023
2010-6-27,2010,6,27,17,SWE,Sweden,Skåne,Malmö,Munkhättegatan,55.56914500214156,13.012111027070402,1,1,6,,,56,102,Ethnic/religious minorities,,,302,Firearms,,,9 mm Glock 19,0,0,1,"The perpetrator was on his way after shooting a foreign weight-lifter (CaseID: 2010-6-26) when he spotted the Turkish truck driver sitting in his car, smoking, and listening to the radio. The perpetrator fired two shots against the driver, one bullet striking him in the shoulder. The victim survived the attack. After the shooting, the suspected perpetrator is believed to have used his mothers computer in the middle of the night to read about the shooting. The perpetrator, born in 1972, went on a shooting spree between 2003 and 2010 inspired by lone actor no. 54 where he targeted blacks, Muslims and Romas in Malmö. He was arrested in 2010 and sentenced to life imprisonment in 2012 for homicide and attempted murder for other cases. See lone actor no.56 for other cases by the same perpetrator.",,,,2016
2010-6-27-1,2010,6,27,17,SWE,Sweden,Skåne,Malmö,"Fosie Grill ock Livs, Lindängen",55.55866997321755,13.01879875379747,1,1,6,,,56,102,Ethnic/religious minorities,,,302,Firearms,,,9 mm Glock 19,0,0,0,"After shooting a foreign weight-lifter (CaseID: 2010-6-26) and a Turkish truck driver (CaseID: 2010-6-27), the perpetrator was on his way home when he spotted a third victim. While on his bike, the perpetrator shot against the black victim, but the bullet missed. He got off his bike and attempted to fire a second time, but his weapon jammed. He got back on his bike and cycled home to his mother. He went on her computer and read news reports about the shootings. The perpetrator, born in 1972, went on a shooting spree between 2003 and 2010 inspired by lone actor no. 54 where he targeted blacks, Muslims and Romas in Malmö. He was arrested in 2010 and sentenced to life imprisonment in 2012 for homicide and attempted murder for other cases. See lone actor no.56 for other cases by the same perpetrator.",,,,2016
